ID xsim ysim
2 0.52 5.0363
2 1 7.2294
2 1.92 7.8147
2 3.5 8.3133
2 5.02 6.3017
2 7.03 4.6114
2 9 5.6451
2 12 3.9763
2 24.3 1.2086
3 0 0.21521
3 0.27 1.6649
3 0.58 3.688
3 1.02 5.4079
3 2.02 5.9764
3 3.62 7.2628
3 5.08 5.6775
3 7.07 4.9724
3 9 3.963
3 12.15 2.3242
3 24.17 1.5512
4 0 -0.18439
4 0.35 1.6554
4 0.6 2.9919
4 1.07 4.0409
4 2.13 6.6722
4 3.5 6.9382
4 5.02 5.5958
4 7.02 6.2569
4 9.02 5.9761
4 11.98 3.2114
4 24.65 1.4579
5 0 0.13632
5 0.3 1.4642
5 0.52 2.075
5 1 4.2964
5 2.02 8.3405
5 3.5 8.6455
5 5.02 8.9161
5 7.02 7.513
5 9.1 6.6562
5 12 4.1789
5 24.35 1.5914
6 0 0.095202
6 0.27 3.4446
6 0.58 4.7511
6 1.15 5.5293
6 2.03 7.1551
6 3.57 5.3155
6 5 4.8333
6 7 2.8515
6 9.22 3.1272
6 12.1 2.1359
6 23.85 0.90429
7 0 0.33573
7 0.25 3.2897
7 0.5 5.8335
7 1.02 9.8047
7 2.02 8.7807
7 3.48 11.998
7 5 8.4401
7 6.98 6.8453
7 9 6.2099
7 12.05 4.3109
7 24.22 1.8706
8 0 -0.23496
8 0.25 6.3608
8 0.52 9.6723
8 0.98 9.4571
8 2.02 9.5987
8 3.53 6.2395
8 5.05 9.8433
8 7.15 5.0712
8 9.07 4.6876
8 12.1 4.4277
8 24.12 1.59
9 0 -0.19838
9 0.3 3.5287
9 0.63 5.9339
9 1.05 6.5644
9 2.02 6.8461
9 3.53 7.2707
9 5.02 6.4919
9 7.17 3.959
9 8.8 5.902
9 11.6 2.9011
9 24.43 1.8504
10 0 -0.12521
10 0.37 5.4876
10 0.77 6.7018
10 1.02 7.4731
10 2.05 9.0116
10 3.55 9.8402
10 5.05 8.0301
10 7.08 6.1849
10 9.38 5.9286
10 12.1 4.4091
10 23.7 2.1334
11 0 -0.088055
11 0.25 3.2861
11 0.5 4.0745
11 0.98 5.9824
11 1.98 7.3139
11 3.6 6.5768
11 5.02 6.4039
11 7.03 6.4179
11 9.03 5.0217
11 12.12 3.8494
11 24.08 1.3416
12 0 -0.45185
12 0.25 10.188
12 0.5 10.362
12 1 9.1293
12 2 8.0426
12 3.52 8.4374
12 5.07 5.4372
12 7.07 4.8932
12 9.03 4.0184
12 12.05 3.5451
12 24.15 0.84635
1 0 0.131
1 0.25 5.0997
1 0.57 5.459
1 1.12 7.3013
1 2.02 8.0545
1 3.82 5.8638
1 5.1 4.9984
1 7.03 4.5941
1 9.05 3.7066
1 12.12 2.8089
1 24.37 0.46451
2 0 0.24167
2 0.27 2.5496
2 0.52 3.9647
2 1 5.3515
2 1.92 6.8064
2 3.5 8.2493
2 5.02 5.8359
2 7.03 6.0297
2 9 4.0722
2 12 3.655
2 24.3 1.5169
3 0 -0.00025048
3 0.27 1.6842
3 0.58 3.8787
3 1.02 6.3105
3 2.02 7.5656
3 3.62 7.1384
3 5.08 7.8064
3 7.07 5.4651
3 9 4.5685
3 12.15 4.0298
3 24.17 1.4503
4 0 -0.023944
4 0.35 3.8824
4 0.6 6.0116
4 1.07 6.6133
4 2.13 7.6353
4 3.5 7.3194
4 5.02 6.8184
4 7.02 5.2121
4 9.02 4.1398
4 11.98 4.3504
4 24.65 0.84219
5 0 0.1986
5 0.3 6.5917
5 0.52 11.407
5 1 13.896
5 2.02 14.857
5 3.5 13.087
5 5.02 11.875
5 7.02 10.025
5 9.1 8.4496
5 12 6.5584
5 24.35 3.7317
6 0 0.29672
6 0.27 8.4049
6 0.58 8.1316
6 1.15 7.7366
6 2.03 7.4888
6 3.57 6.9462
6 5 7.1452
6 7 4.7472
6 9.22 3.9323
6 12.1 3.1245
6 23.85 0.9315
7 0 0.25986
7 0.25 5.2574
7 0.5 8.7683
7 1.02 9.7456
7 2.02 8.3168
7 3.48 8.1473
7 5 7.4416
7 6.98 7.671
7 9 4.9735
7 12.05 4.5158
7 24.22 2.0315
8 0 0.30437
8 0.25 4.2946
8 0.52 6.0762
8 0.98 8.8062
8 2.02 7.579
8 3.53 9.9338
8 5.05 6.8214
8 7.15 6.6011
8 9.07 6.0786
8 12.1 3.9834
8 24.12 2.2503
9 0 -0.16831
9 0.3 0.51118
9 0.63 4.9527
9 1.05 4.4293
9 2.02 5.6674
9 3.53 5.6682
9 5.02 5.002
9 7.17 3.4761
9 8.8 2.5886
9 11.6 3.4158
9 24.43 0.94588
10 0 0.12805
10 0.37 7.1959
10 0.77 9.345
10 1.02 11.536
10 2.05 11.814
10 3.55 11.077
10 5.05 8.833
10 7.08 9.4553
10 9.38 7.5263
10 12.1 6.0047
10 23.7 3.3198
11 0 0.37709
11 0.25 1.6175
11 0.5 2.0935
11 0.98 3.904
11 1.98 4.5461
11 3.6 6.5088
11 5.02 6.0186
11 7.03 4.6564
11 9.03 3.9
11 12.12 3.1871
11 24.08 1.4413
12 0 -0.41379
12 0.25 1.5904
12 0.5 2.9138
12 1 5.2835
12 2 6.6393
12 3.52 8.9003
12 5.07 6.32
12 7.07 6.9701
12 9.03 6.2434
12 12.05 3.9583
12 24.15 0.65105
1 0 0.014022
1 0.25 1.0725
1 0.57 1.6014
1 1.12 2.1322
1 2.02 4.118
1 3.82 5.4291
1 5.1 5.4318
1 7.03 5.2505
1 9.05 6.7926
1 12.12 3.6553
1 24.37 1.4458
2 0 -0.20529
2 0.27 3.5248
2 0.52 5.5574
2 1 6.4083
2 1.92 8.8413
2 3.5 5.1933
2 5.02 5.5489
2 7.03 5.0186
2 9 4.6304
2 12 3.0415
2 24.3 0.93199
3 0 -0.47201
3 0.27 1.6884
3 0.58 3.9322
3 1.02 5.2003
3 2.02 6.782
3 3.62 7.4454
3 5.08 8.4486
3 7.07 6.5493
3 9 6.0125
3 12.15 5.4799
3 24.17 2.3765
4 0 0.53739
4 0.35 4.834
4 0.6 5.6379
4 1.07 7.0202
4 2.13 6.2036
4 3.5 5.7466
4 5.02 4.2208
4 7.02 4.417
4 9.02 4.2419
4 11.98 2.4069
4 24.65 0.78395
5 0 -0.17055
5 0.3 1.0105
5 0.52 2.8025
5 1 4.031
5 2.02 5.9215
5 3.5 7.5913
5 5.02 6.4234
5 7.02 6.8418
5 9.1 6.2687
5 12 4.9395
5 24.35 1.7405
6 0 -0.031862
6 0.27 3.7037
6 0.58 6.3309
6 1.15 6.7623
6 2.03 7.5236
6 3.57 5.8533
6 5 5.9571
6 7 4.0564
6 9.22 4.4949
6 12.1 3.2025
6 23.85 1.2318
7 0 0.28783
7 0.25 0.84363
7 0.5 1.2668
7 1.02 2.3722
7 2.02 3.1812
7 3.48 3.6029
7 5 4.3976
7 6.98 6.1525
7 9 6.762
7 12.05 5.2393
7 24.22 2.1412
8 0 -0.02263
8 0.25 4.5701
8 0.52 6.8388
8 0.98 8.4246
8 2.02 11.735
8 3.53 8.6644
8 5.05 8.3975
8 7.15 7.3746
8 9.07 6.8098
8 12.1 4.4061
8 24.12 1.788
9 0 -0.17159
9 0.3 1.5366
9 0.63 2.344
9 1.05 3.3745
9 2.02 6.8457
9 3.53 7.3771
9 5.02 6.6968
9 7.17 5.202
9 8.8 5.5307
9 11.6 4.7476
9 24.43 1.6034
10 0 0.24547
10 0.37 6.7371
10 0.77 10.631
10 1.02 11.102
10 2.05 12.156
10 3.55 9.5864
10 5.05 8.4512
10 7.08 6.7687
10 9.38 6.2771
10 12.1 6.2804
10 23.7 2.0185
11 0 -0.30412
11 0.25 3.8812
11 0.5 7.397
11 0.98 7.6438
11 1.98 11.994
11 3.6 9.2128
11 5.02 8.8236
11 7.03 6.5138
11 9.03 6.0391
11 12.12 5.6814
11 24.08 1.4376
12 0 -0.39047
12 0.25 3.6175
12 0.5 7.7829
12 1 11.935
12 2 12.701
12 3.52 15.184
12 5.07 9.0829
12 7.07 12.517
12 9.03 13.252
12 12.05 8.5813
12 24.15 4.541
1 0 0.14632
1 0.25 2.1473
1 0.57 5.196
1 1.12 5.5853
1 2.02 6.4368
1 3.82 7.9454
1 5.1 6.0512
1 7.03 7.464
1 9.05 4.8449
1 12.12 3.7341
1 24.37 1.3204
2 0 0.0658
2 0.27 4.0797
2 0.52 5.2747
2 1 6.9885
2 1.92 8.7843
2 3.5 6.9187
2 5.02 3.939
2 7.03 3.7799
2 9 2.7557
2 12 3.3562
2 24.3 1.0362
3 0 -0.11153
3 0.27 1.2112
3 0.58 2.7885
3 1.02 3.9169
3 2.02 4.8174
3 3.62 8.3141
3 5.08 6.6234
3 7.07 6.2671
3 9 3.9878
3 12.15 3.8829
3 24.17 1.3349
4 0 0.49782
4 0.35 6.7385
4 0.6 7.3407
4 1.07 7.0285
4 2.13 9.0628
4 3.5 5.751
4 5.02 6.4104
4 7.02 5.2055
4 9.02 4.3963
4 11.98 2.759
4 24.65 0.92386
5 0 0.22398
5 0.3 4.3615
5 0.52 6.3105
5 1 8.7339
5 2.02 9.6954
5 3.5 10.739
5 5.02 11.078
5 7.02 10.266
5 9.1 8.9431
5 12 4.7818
5 24.35 2.1957
6 0 -0.2373
6 0.27 1.5651
6 0.58 2.7396
6 1.15 4.7601
6 2.03 6.1101
6 3.57 7.4148
6 5 6.1884
6 7 5.721
6 9.22 5.082
6 12.1 3.9259
6 23.85 1.3151
7 0 -0.031433
7 0.25 1.8658
7 0.5 2.5056
7 1.02 5.3848
7 2.02 8.3912
7 3.48 7.4686
7 5 6.6837
7 6.98 4.7604
7 9 6.6778
7 12.05 3.6048
7 24.22 1.6747
8 0 0.065069
8 0.25 6.0534
8 0.52 7.9508
8 0.98 9.7621
8 2.02 11.63
8 3.53 9.8186
8 5.05 5.969
8 7.15 7.1814
8 9.07 4.2077
8 12.1 4.2704
8 24.12 1.3673
9 0 -0.18646
9 0.3 5.948
9 0.63 6.4408
9 1.05 6.7291
9 2.02 4.6674
9 3.53 4.2329
9 5.02 4.1973
9 7.17 3.9054
9 8.8 2.3986
9 11.6 1.5421
9 24.43 1.1492
10 0 -0.1028
10 0.37 6.5468
10 0.77 10.689
10 1.02 12.385
10 2.05 10.318
10 3.55 10.062
10 5.05 8.6128
10 7.08 6.8144
10 9.38 6.8915
10 12.1 6.0198
10 23.7 2.3359
11 0 0.068567
11 0.25 1.3881
11 0.5 1.9793
11 0.98 6.7323
11 1.98 7.5891
11 3.6 8.2169
11 5.02 9.5077
11 7.03 5.9732
11 9.03 5.4962
11 12.12 4.5664
11 24.08 2.7408
12 0 -0.24154
12 0.25 3.5432
12 0.5 5.268
12 1 8.1769
12 2 8.8867
12 3.52 7.6015
12 5.07 6.534
12 7.07 5.1463
12 9.03 4.7535
12 12.05 4.2991
12 24.15 1.2875
1 0 0.089542
1 0.25 2.9405
1 0.57 5.1923
1 1.12 8.0894
1 2.02 7.2692
1 3.82 5.336
1 5.1 4.939
1 7.03 4.3778
1 9.05 4.1881
1 12.12 1.7062
1 24.37 0.57923
2 0 -0.28603
2 0.27 4.1628
2 0.52 6.1971
2 1 6.9823
2 1.92 7.4423
2 3.5 7.0629
2 5.02 6.8848
2 7.03 5.7105
2 9 5.4008
2 12 4.4251
2 24.3 0.888
3 0 0.10272
3 0.27 2.933
3 0.58 4.5964
3 1.02 6.9547
3 2.02 6.9419
3 3.62 6.2857
3 5.08 5.9925
3 7.07 4.6659
3 9 3.1561
3 12.15 2.8048
3 24.17 0.89914
4 0 -0.079916
4 0.35 5.2235
4 0.6 8.6706
4 1.07 11.01
4 2.13 8.9633
4 3.5 8.996
4 5.02 7.9807
4 7.02 6.57
4 9.02 4.8533
4 11.98 4.0498
4 24.65 1.2612
5 0 0.062473
5 0.3 1.9641
5 0.52 2.9937
5 1 4.1371
5 2.02 8.3421
5 3.5 7.2419
5 5.02 4.9593
5 7.02 3.7221
5 9.1 5.0719
5 12 2.9946
5 24.35 0.80203
6 0 -0.0631
6 0.27 4.0262
6 0.58 5.5112
6 1.15 6.0454
6 2.03 8.1082
6 3.57 5.2945
6 5 4.7786
6 7 4.4156
6 9.22 4.4977
6 12.1 2.6937
6 23.85 1.1665
7 0 0.027354
7 0.25 3.2802
7 0.5 4.0848
7 1.02 8.5299
7 2.02 9.3893
7 3.48 8.7185
7 5 6.3689
7 6.98 6.8016
7 9 4.7299
7 12.05 4.2548
7 24.22 1.0144
8 0 -0.22153
8 0.25 4.4693
8 0.52 7.0044
8 0.98 9.7476
8 2.02 8.9764
8 3.53 9.5485
8 5.05 5.9021
8 7.15 6.5697
8 9.07 5.93
8 12.1 4.8353
8 24.12 2.1182
9 0 0.45413
9 0.3 3.8965
9 0.63 6.4441
9 1.05 6.6584
9 2.02 7.5269
9 3.53 5.6843
9 5.02 5.4642
9 7.17 5.9317
9 8.8 5.1157
9 11.6 4.0812
9 24.43 1.7211
10 0 -0.0054287
10 0.37 5.203
10 0.77 9.0395
10 1.02 11.998
10 2.05 11.458
10 3.55 7.4498
10 5.05 9.2086
10 7.08 8.5367
10 9.38 4.4871
10 12.1 3.1782
10 23.7 1.5727
11 0 -0.10705
11 0.25 0.71167
11 0.5 1.1516
11 0.98 2.4545
11 1.98 3.2191
11 3.6 4.8638
11 5.02 6.3085
11 7.03 5.7303
11 9.03 6.8466
11 12.12 5.0019
11 24.08 1.2912
12 0 0.33532
12 0.25 3.2717
12 0.5 4.9416
12 1 10.493
12 2 11.881
12 3.52 10.328
12 5.07 9.5774
12 7.07 8.4441
12 9.03 8.0611
12 12.05 5.7722
12 24.15 2.101
1 0 0.23887
1 0.25 6.5952
1 0.57 8.336
1 1.12 8.6017
1 2.02 7.8462
1 3.82 5.9305
1 5.1 5.5994
1 7.03 4.1301
1 9.05 3.2627
1 12.12 2.8007
1 24.37 1.7814
2 0 -0.45513
2 0.27 2.4019
2 0.52 4.1454
2 1 6.2369
2 1.92 7.465
2 3.5 7.5651
2 5.02 8.8368
2 7.03 8.9265
2 9 5.7154
2 12 5.3038
2 24.3 1.736
3 0 -0.23206
3 0.27 3.6079
3 0.58 5.5046
3 1.02 5.9999
3 2.02 8.159
3 3.62 9.6826
3 5.08 6.1898
3 7.07 4.6769
3 9 3.6299
3 12.15 3.6615
3 24.17 0.75948
4 0 -0.6996
4 0.35 1.401
4 0.6 2.2638
4 1.07 3.0836
4 2.13 3.8076
4 3.5 7.1257
4 5.02 6.4147
4 7.02 6.5222
4 9.02 5.9296
4 11.98 4.4971
4 24.65 0.63995
5 0 0.048201
5 0.3 3.6019
5 0.52 7.0902
5 1 8.0172
5 2.02 10.363
5 3.5 9.6391
5 5.02 11.442
5 7.02 9.6026
5 9.1 7.4657
5 12 5.3648
5 24.35 2.56
6 0 0.24689
6 0.27 2.7756
6 0.58 4.2571
6 1.15 5.5832
6 2.03 6.7141
6 3.57 8.109
6 5 7.1519
6 7 4.7991
6 9.22 5.1288
6 12.1 4.3428
6 23.85 1.6232
7 0 -0.059028
7 0.25 1.5284
7 0.5 1.7935
7 1.02 4.1493
7 2.02 5.9519
7 3.48 7.3898
7 5 6.1115
7 6.98 4.9133
7 9 3.6486
7 12.05 3.2999
7 24.22 1.0865
8 0 -0.38024
8 0.25 4.2889
8 0.52 6.3948
8 0.98 8.0436
8 2.02 8.8273
8 3.53 4.6152
8 5.05 5.4051
8 7.15 3.8834
8 9.07 3.7636
8 12.1 1.727
8 24.12 0.81098
9 0 0.11426
9 0.3 1.7281
9 0.63 4.2873
9 1.05 4.9875
9 2.02 6.0632
9 3.53 6.8976
9 5.02 6.3811
9 7.17 4.9282
9 8.8 5.3145
9 11.6 4.2211
9 24.43 1.9184
10 0 0.14931
10 0.37 2.6612
10 0.77 5.3024
10 1.02 7.1948
10 2.05 10.775
10 3.55 9.4612
10 5.05 7.4567
10 7.08 6.8439
10 9.38 5.7337
10 12.1 4.6519
10 23.7 2.5761
11 0 -0.22463
11 0.25 3.2958
11 0.5 4.1707
11 0.98 5.8605
11 1.98 7.004
11 3.6 6.6103
11 5.02 4.5132
11 7.03 4.9538
11 9.03 3.115
11 12.12 2.4813
11 24.08 1.2047
12 0 -0.22824
12 0.25 1.7179
12 0.5 6.2627
12 1 10.036
12 2 7.6156
12 3.52 11.732
12 5.07 8.9849
12 7.07 8.7421
12 9.03 6.602
12 12.05 4.9128
12 24.15 1.5706
1 0 -0.016473
1 0.25 2.2478
1 0.57 1.8658
1 1.12 3.6837
1 2.02 8.0333
1 3.82 7.4509
1 5.1 6.5766
1 7.03 8.2992
1 9.05 6.3892
1 12.12 4.8563
1 24.37 2.0211
2 0 -0.3935
2 0.27 4.1129
2 0.52 7.5473
2 1 8.8604
2 1.92 8.8913
2 3.5 7.031
2 5.02 5.9425
2 7.03 4.4287
2 9 4.8464
2 12 3.6519
2 24.3 1.1215
3 0 0.53515
3 0.27 3.0735
3 0.58 4.428
3 1.02 5.9253
3 2.02 6.675
3 3.62 5.3985
3 5.08 4.7831
3 7.07 3.5829
3 9 2.7925
3 12.15 2.7457
3 24.17 0.019549
4 0 -0.13876
4 0.35 2.1314
4 0.6 3.0642
4 1.07 5.0884
4 2.13 6.0017
4 3.5 6.5069
4 5.02 6.0454
4 7.02 4.9139
4 9.02 3.616
4 11.98 2.6648
4 24.65 0.84044
5 0 -0.33129
5 0.3 2.0601
5 0.52 3.7264
5 1 5.2618
5 2.02 8.5611
5 3.5 8.5236
5 5.02 8.3631
5 7.02 8.3081
5 9.1 7.7946
5 12 6.0984
5 24.35 2.0646
6 0 0.088499
6 0.27 1.088
6 0.58 1.8029
6 1.15 3.435
6 2.03 6.1819
6 3.57 7.1199
6 5 7.4312
6 7 5.6437
6 9.22 4.8535
6 12.1 4.1125
6 23.85 1.6757
7 0 0.11415
7 0.25 2.4318
7 0.5 4.6173
7 1.02 6.8295
7 2.02 7.2964
7 3.48 7.8075
7 5 7.297
7 6.98 5.5041
7 9 3.4833
7 12.05 3.4844
7 24.22 0.66514
8 0 -0.14564
8 0.25 3.3836
8 0.52 7.1587
8 0.98 9.6945
8 2.02 9.133
8 3.53 6.4385
8 5.05 5.6859
8 7.15 6.0845
8 9.07 4.4343
8 12.1 3.1351
8 24.12 1.0688
9 0 0.058109
9 0.3 3.2251
9 0.63 3.8183
9 1.05 5.8347
9 2.02 5.8758
9 3.53 5.6695
9 5.02 3.0579
9 7.17 2.9403
9 8.8 3.6917
9 11.6 2.0689
9 24.43 0.27721
10 0 -0.081595
10 0.37 8.7949
10 0.77 12.527
10 1.02 11.083
10 2.05 9.3548
10 3.55 8.9617
10 5.05 6.0111
10 7.08 5.6486
10 9.38 5.8551
10 12.1 4.6701
10 23.7 1.2006
11 0 0.23405
11 0.25 2.6432
11 0.5 3.3036
11 0.98 5.9537
11 1.98 9.6377
11 3.6 7.6528
11 5.02 8.6145
11 7.03 6.5492
11 9.03 5.9765
11 12.12 4.2159
11 24.08 1.0784
12 0 0.51594
12 0.25 4.4557
12 0.5 5.6252
12 1 8.1602
12 2 8.9718
12 3.52 8.7107
12 5.07 6.9994
12 7.07 5.7999
12 9.03 5.7589
12 12.05 3.7203
12 24.15 1.423
1 0 -0.010098
1 0.25 2.087
1 0.57 5.0531
1 1.12 7.3178
1 2.02 7.4484
1 3.82 4.275
1 5.1 3.6552
1 7.03 4.3651
1 9.05 2.9676
1 12.12 1.4519
1 24.37 0.67868
2 0 0.57397
2 0.27 2.6814
2 0.52 3.8061
2 1 6.698
2 1.92 6.7208
2 3.5 8.5807
2 5.02 5.6279
2 7.03 6.3073
2 9 3.5994
2 12 5.391
2 24.3 1.3964
3 0 0.083822
3 0.27 2.2719
3 0.58 3.4714
3 1.02 4.9784
3 2.02 5.8256
3 3.62 4.9579
3 5.08 3.81
3 7.07 3.2146
3 9 3.5534
3 12.15 2.5429
3 24.17 0.53577
4 0 0.30923
4 0.35 4.5738
4 0.6 4.2119
4 1.07 9.7254
4 2.13 6.8357
4 3.5 7.9972
4 5.02 8.9443
4 7.02 5.3245
4 9.02 4.9395
4 11.98 5.195
4 24.65 2.3028
5 0 -0.56144
5 0.3 2.3758
5 0.52 2.6682
5 1 5.017
5 2.02 6.6532
5 3.5 7.9094
5 5.02 7.1915
5 7.02 6.5248
5 9.1 4.956
5 12 3.3583
5 24.35 1.0898
6 0 0.13873
6 0.27 2.7981
6 0.58 6.6919
6 1.15 6.8276
6 2.03 8.0856
6 3.57 8.1363
6 5 7.7483
6 7 6.2655
6 9.22 4.1423
6 12.1 3.311
6 23.85 1.9377
7 0 -0.11886
7 0.25 2.8929
7 0.5 4.0299
7 1.02 4.4544
7 2.02 6.2096
7 3.48 7.1414
7 5 7.355
7 6.98 4.662
7 9 5.0315
7 12.05 3.3594
7 24.22 1.4975
8 0 0.31331
8 0.25 3.6176
8 0.52 6.8875
8 0.98 8.217
8 2.02 8.8675
8 3.53 8.8921
8 5.05 6.2131
8 7.15 3.8411
8 9.07 3.6256
8 12.1 3.5282
8 24.12 0.67913
9 0 -0.043303
9 0.3 0.77242
9 0.63 1.3948
9 1.05 2.9246
9 2.02 4.545
9 3.53 3.9
9 5.02 4.6364
9 7.17 4.3242
9 8.8 3.5012
9 11.6 3.2648
9 24.43 0.70054
10 0 0.36733
10 0.37 7.9271
10 0.77 10.439
10 1.02 11.537
10 2.05 13.6
10 3.55 9.098
10 5.05 9.5381
10 7.08 7.1656
10 9.38 6.7107
10 12.1 4.4193
10 23.7 2.5145
11 0 0.12148
11 0.25 5.809
11 0.5 7.4394
11 0.98 7.0303
11 1.98 6.2937
11 3.6 7.0674
11 5.02 5.6642
11 7.03 4.3561
11 9.03 3.7614
11 12.12 2.7353
11 24.08 0.73862
12 0 0.1022
12 0.25 1.3714
12 0.5 2.3526
12 1 5.1243
12 2 6.1764
12 3.52 8.269
12 5.07 7.8323
12 7.07 6.3687
12 9.03 4.7101
12 12.05 3.0688
12 24.15 0.98634
1 0 -0.16937
1 0.25 2.6147
1 0.57 6.1568
1 1.12 7.6184
1 2.02 8.7479
1 3.82 8.7312
1 5.1 7.4427
1 7.03 6.8954
1 9.05 5.0936
1 12.12 3.8025
1 24.37 0.7059
2 0 -0.11825
2 0.27 1.0979
2 0.52 3.8168
2 1 3.6138
2 1.92 6.8398
2 3.5 7.2966
2 5.02 5.9546
2 7.03 5.2449
2 9 5.2346
2 12 4.5585
2 24.3 1.457
3 0 0.03586
3 0.27 7.2625
3 0.58 8.9031
3 1.02 9.3024
3 2.02 13.253
3 3.62 10.225
3 5.08 6.6139
3 7.07 6.6288
3 9 5.9492
3 12.15 4.4377
3 24.17 1.6238
4 0 0.3158
4 0.35 5.7035
4 0.6 7.9441
4 1.07 10.038
4 2.13 8.1136
4 3.5 6.931
4 5.02 5.6948
4 7.02 4.6935
4 9.02 4.9586
4 11.98 3.3425
4 24.65 1.739
5 0 -0.13482
5 0.3 3.4083
5 0.52 5.1108
5 1 8.0622
5 2.02 11.511
5 3.5 10.926
5 5.02 12.516
5 7.02 7.6625
5 9.1 7.0876
5 12 6.7087
5 24.35 2.1414
6 0 0.073598
6 0.27 2.7062
6 0.58 4.3452
6 1.15 5.4367
6 2.03 7.4317
6 3.57 7.1491
6 5 6.2165
6 7 5.5776
6 9.22 5.2597
6 12.1 3.6264
6 23.85 1.1334
7 0 0.12598
7 0.25 1.0299
7 0.5 2.6754
7 1.02 4.2077
7 2.02 4.3881
7 3.48 6.7878
7 5 5.1364
7 6.98 5.2064
7 9 4.5156
7 12.05 4.0836
7 24.22 1.6544
8 0 -0.29212
8 0.25 6.9545
8 0.52 7.2537
8 0.98 8.7766
8 2.02 7.8273
8 3.53 6.8402
8 5.05 7.8345
8 7.15 4.5539
8 9.07 4.3394
8 12.1 4.2739
8 24.12 1.1685
9 0 0.44749
9 0.3 2.4016
9 0.63 3.9174
9 1.05 5.4328
9 2.02 6.3618
9 3.53 5.446
9 5.02 5.8051
9 7.17 4.9947
9 8.8 4.7131
9 11.6 3.7203
9 24.43 1.1879
10 0 -0.14747
10 0.37 2.3673
10 0.77 3.6011
10 1.02 6.0413
10 2.05 7.9497
10 3.55 7.9359
10 5.05 7.975
10 7.08 6.8863
10 9.38 5.6254
10 12.1 3.533
10 23.7 1.7384
11 0 -0.064383
11 0.25 6.5184
11 0.5 8.7955
11 0.98 9.1485
11 1.98 8.0693
11 3.6 8.6163
11 5.02 6.19
11 7.03 4.9955
11 9.03 5.7415
11 12.12 4.0077
11 24.08 1.0777
12 0 -0.39718
12 0.25 2.5335
12 0.5 4.02
12 1 7.591
12 2 9.3808
12 3.52 11.623
12 5.07 11.208
12 7.07 7.9445
12 9.03 8.388
12 12.05 6.3025
12 24.15 2.7219
1 0 0.029971
1 0.25 3.4389
1 0.57 6.3878
1 1.12 6.0682
1 2.02 6.7156
1 3.82 5.9529
1 5.1 5.1188
1 7.03 3.3253
1 9.05 3.4026
1 12.12 2.9111
1 24.37 0.8191
2 0 0.16035
2 0.27 1.2736
2 0.52 4.222
2 1 4.4995
2 1.92 5.3225
2 3.5 7.1495
2 5.02 7.0988
2 7.03 5.0926
2 9 5.0413
2 12 2.7905
2 24.3 1.1336
3 0 0.13031
3 0.27 2.2899
3 0.58 4.3587
3 1.02 6.1747
3 2.02 6.9247
3 3.62 7.0149
3 5.08 4.3678
3 7.07 4.1786
3 9 3.2369
3 12.15 1.4955
3 24.17 0.93405
4 0 0.22438
4 0.35 4.7065
4 0.6 6.0648
4 1.07 7.4387
4 2.13 9.6777
4 3.5 8.3102
4 5.02 8.1474
4 7.02 5.7507
4 9.02 6.037
4 11.98 2.7892
4 24.65 1.2425
5 0 0.41521
5 0.3 8.6583
5 0.52 10.497
5 1 11.781
5 2.02 12.05
5 3.5 7.9822
5 5.02 9.1563
5 7.02 8.3549
5 9.1 6.058
5 12 5.5345
5 24.35 1.3168
6 0 0.26076
6 0.27 5.6063
6 0.58 5.7395
6 1.15 8.4872
6 2.03 8.7151
6 3.57 8.4107
6 5 5.6583
6 7 5.1518
6 9.22 3.135
6 12.1 3.235
6 23.85 1.9538
7 0 -0.047898
7 0.25 1.8488
7 0.5 3.596
7 1.02 5.9338
7 2.02 6.2297
7 3.48 6.5906
7 5 8.1258
7 6.98 5.3852
7 9 5.2663
7 12.05 5.2738
7 24.22 1.1937
8 0 0.011272
8 0.25 4.4599
8 0.52 7.6431
8 0.98 10.572
8 2.02 11.533
8 3.53 10.199
8 5.05 8.4944
8 7.15 8.5513
8 9.07 6.633
8 12.1 7.0945
8 24.12 2.2335
9 0 -0.11241
9 0.3 1.7903
9 0.63 4.5228
9 1.05 5.2055
9 2.02 5.0819
9 3.53 3.404
9 5.02 4.6655
9 7.17 4.024
9 8.8 2.4387
9 11.6 2.3841
9 24.43 0.37874
10 0 -0.19692
10 0.37 2.7265
10 0.77 5.0963
10 1.02 7.3174
10 2.05 7.5567
10 3.55 7.6371
10 5.05 5.0881
10 7.08 3.5902
10 9.38 3.5667
10 12.1 2.9732
10 23.7 0.48824
11 0 -0.30379
11 0.25 3.8019
11 0.5 5.928
11 0.98 9.5296
11 1.98 8.2302
11 3.6 5.5932
11 5.02 6.6992
11 7.03 6.0845
11 9.03 5.6525
11 12.12 3.0658
11 24.08 1.53
12 0 -0.38882
12 0.25 1.6572
12 0.5 4.8481
12 1 9.4016
12 2 11.565
12 3.52 11.145
12 5.07 9.4612
12 7.07 10.306
12 9.03 7.0776
12 12.05 7.6547
12 24.15 3.7115
1 0 0.54413
1 0.25 6.0079
1 0.57 5.3049
1 1.12 8.6629
1 2.02 9.0056
1 3.82 8.734
1 5.1 6.101
1 7.03 5.8817
1 9.05 3.4289
1 12.12 4.2002
1 24.37 1.8986
2 0 -0.49151
2 0.27 3.7043
2 0.52 5.825
2 1 8.3845
2 1.92 6.5953
2 3.5 6.6708
2 5.02 5.156
